#File S7: MergeMap consensus genetic map for Pinus taeda and Pinus elliottii with genomic sequence alignments and predicted genes functions based on transcript alignments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#Legend: MergeMarkerID - identifier of marker used in input maps to allow consensus map merging, GeneSeqID - identifier used in alignment analysis of a marker's sequence (see File S5), LG - linkage group, LG_pos_cM - centiMorgan position of the locus in the linkage group, Pos_lCI - cM position of the lower bound of locus 95% confidence interval, Pos_uCI - cM position of the upper bound of locus 95% CI, Delta_CIbounds - cM difference between upper and lower 95% CI, MarkerID - identifier for the specific marker allele mapped in a contributing input map, Marker_type - type of allele segregating for the locus (SNP - single nucleotide polymorphism; RFLP - restriction fragment length polymorphism; PAV - presence-absence variant; SSR - simple sequence repeat; estSSR - SSR from an expressed sequence tag; ESTP - expressed sequence tag polymorphism), Seg_qtl-base1 - the present or absent in the qtl-base1 map, Seg_qtl-base2 - present or absent in the qtl-base2 map, Seg_BC1 - present or absent in the BC1 map, Seg_10-5 - present (1) or absent (0) in the 10-5 map, Aligned_scaff_ID - scaffold or contig identifier of Pinus taeda RefSeq assembly v1.01, Aligned_genome_coord - start position..stop position for the best alignment  of the scaffold_ID with the marker GeneSeqID, Genome_pct_aligned - percent nucleotide sequence aligned length between the marker and P. taeda genome sequence, Genome_pct_ID - percent nucleotide sequence identity between the marker and aligned P. taeda genome sequence, Aligned_transcript(Accession_Pending) - predicted full-length Pinus taeda trascript ID - not yet assigned pending publication by Mockaitis et al., ESTvTr_pctID - percent nucleotide sequence identity between the EST marker and transcript, ESTvTr_alignlen - nucleotide length of alignment between the EST marker and transcript, ESTvTr_evalue - E-value of alignment between the EST marker and transcript, ESTvTr_bitscore - Bitscore of alignment between the EST marker and transcript, Aligned_CDD -  NCBI Conserved Domain Database accessionID assigned to the transcript, CDD_desc - description of the protein domain from the NCBI Conserved domain database, Tr_CDD_pctID - percent sequence identity between the transcript and the domain from the NCBI CDD, Tr_CDD_alignlen - length of alignment between the transcript and the domain  , Tr_CDD_evalue - E-value of alignment between the transcript and the domain, Tr_CDD_bitscore - Bitscore of alignment between the transcript and the domain, Aligned_AGI_prot - TAIR accession ID of the Arabidosis AGI map gene model with the highest amino acid sequence identity with the assigned translated P. taeda transcript, Prot_desc - description of the protein function of the TAIR gene model, Tr_AGI_pctID - percent amino acid sequence identity between the Arabidopsis and P. taeda proteins, Tr_AGI_alignlen - length of alignment between Arabidopsis and P. taeda transcripts, Tr_AGI_evalue - E-value of alignment between Arabidopsis and P.taeda transcripts, Tr_AGI_bitscore - Bitscore of alignment between Arabidopsis and P.taeda transcripts, MarkerAcc - NCBI/GenBank accession number for the marker sequence or for the best blastn match to the marker sequence, NP - the gene is reported on the 10-5 map3 of Neves et al. 2014 but was not positioned on our consensus map, NA - information not available."

MergeMarkerID,GeneSeqID,LG,LG_pos_cM,Pos_lCI,Pos_uCI,Delta_CIbounds,MarkerID,Marker_type,Seg_qtl-base1,Seg_qtl-base2,Seg_BC1,Seg_10-5,Aligned_scaff_ID,Aligned_genome_coord,Genome_pct_aligned,Genome_pct_ID,Aligned_transcript(Accession_Pending),ESTvTr_pctID,ESTvTr_alignlen,ESTvTr_evalue,ESTvTr_bitscore,Aligned_CDD,CDD_desc,Tr_CDD_pID,Tr_CDD_alignlen,Tr_CDD_evalue,Tr_CDD_bitscore,Aligned_AGI_prot,Prot_desc,Tr_AGI_pctID,Tr_AGI_alignlen,Tr_AGI_evalue,Tr_AGI_bitscore,MarkerAcc
UMN_2867,UMN_2867,1,38.49,37.72,39.27,1.55,UMN_2867_01_289,SNP,0,1,0,0,scaffold882075.2,175082--174547,100,98.5,AP,98.89,539,0,939,CDD|217386,pfam03141; Methyltransf_29; S-adenosyl-L-methionine-dependent methyltransferase; len=506,31.3,115,4.00E-06,48.1,AT3G05390.1,Methyltransferase/ putative,56.58,479,4.00E-163,474,gb|BQ701718.1
0_659,0_659,1,40.59,39.81,41.36,1.55,0_659_02_194,SNP,0,0,1,0,tscaffold7784,134270--87352,100,100,AP,99.37,793,0,1413,CDD|177084,CHL00182; tatC; Sec-independent translocase component C; len=249,49.4,249,2.00E-96,292,AT2G01110.1,Sec-independent periplasmic protein translocase,76.82,289,1.00E-107,325,gb|CF669552.1
0_7619,0_7619,1,40.67,39.89,41.44,1.55,0_7619_01_202,SNP,0,1,1,1,scaffold9922,68887--68270,100,99.5,AP,99.19,618,0,1095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|CF392982.1
UMN_1092,UMN_1092,1,41.29,40.51,42.06,1.55,UMN_1092_01_257,SNP,0,0,1,0,tscaffold7315,149020--149635,100,99.5,AP,99.35,616,0,1094,CDD|173623,cd00180; PKc; Catalytic domain of Protein Kinases; len=215,38.46,195,1.00E-58,195,AT5G18610.2,Kinase superfamily protein,67.76,518,8.00E-176,509,gb|BQ696549.1
0_11475,0_11475,1,41.49,40.72,42.27,1.55,0_11475_02_179,SNP,0,1,0,0,tscaffold3183,62777--63449,77.5,96.7,AP,95.56,698,0,1113,NA,NA,NA,NA,NA,NA,AT2G37800.1,Cysteine/Histidine-rich C1 domain family protein,28.05,221,5.00E-14,70.8,gb|DR070247.1
PtIFG_2697_A,PtIFG_2697,1,41.65,40.88,42.43,1.55,rflpPita_IFG_2697_A,RFLP,1,1,0,0,scaffold375519,164652--164864,97.2,94,AP,94.04,218,6.00E-85,316,CDD|205222,pfam13041; PPR_2; PPR repeat family; len=50,43.75,48,4.00E-14,68.2,AT5G02860.1,Pentatricopeptide repeat (PPR) superfamily protein,54.15,698,2.00E-167,506,gb|H75226
UMN_1409,UMN_1409,1,42.18,41.41,42.96,1.55,UMN_1409_01_323,SNP,0,1,0,1,tscaffold4357,287579--288090,100,99.8,AP,100,512,0,924,CDD|144294,pfam00642; zf-CCCH; Zinc finger C-x8-C-x5-C-x3-H type and similar; len=27,46.15,26,6.00E-08,49.5,AT2G47850.3,Zinc finger C-x8-C-x5-C-x3-H type family protein,48.92,415,3.00E-108,334,gb|BF169518.1
UMN_819,UMN_819,1,42.55,41.78,43.33,1.55,UMN_819_01_44,SNP,0,1,1,0,scaffold8860,90699--91412,100,99.4,AP,99.72,714,0,1279,CDD|237046,PRK12297; obgE; GTPase CgtA; len=424,49.54,436,0,541,AT1G07615.1,GTP-binding protein Obg/CgtA,36.09,266,9.00E-64,221,gb|BE496412.1
0_13835,0_13835,1,42.58,41.81,43.36,1.55,0_13835_01_341,SNP,0,1,0,1,tscaffold1688,321347--320555,100,99.7,AP,99.87,793,0,1425,CDD|217193,pfam02705; K_trans; K+ potassium transporter; len=534,41.84,576,0,674,AT3G02050.1,K+ uptake transporter 3,69,771,0,776,gb|DR117473.1
CL745Contig1,CL745Contig1,1,43.23,42.45,44.01,1.56,CL745Contig1_03_203,SNP,0,1,1,0,tscaffold3226,244490--242301,100,99,AP,99.6,1258,0,2242,CDD|217391,pfam03152; Ubiquitin fusion degradation protein UFD1; len=176,67.61,176,7.00E-116,334,AT2G21270.3,Ubiquitin fusion degradation 1,66.25,323,3.00E-145,417,gb|CX646832.1
UMN_5610,UMN_5610,1,44.77,43.99,45.55,1.56,UMN_5610_606,SNP,0,0,1,1,C30501148,514--1268,88.4,100,AP,100,854,0,1541,CDD|217312,pfam03000; NPH3 family; len=249,48.76,283,2.00E-110,335,AT1G03010.1,Phototropic-responsive NPH3 family protein,50.67,673,0,644,gb|DT625603.1
0_13102,0_13102,1,45.14,44.36,45.91,1.55,0_13102_452,SNP,0,0,0,1,tscaffold7865,80073--76443,99.9,99.8,AP,99.76,840,0,1507,CDD|238073,cd00127; DSPc; Dual specificity phosphatases (DSP); len=139,34.11,129,9.00E-24,94.2,AT2G35680.1,Phosphotyrosine protein phosphatases superfamily protein,58.2,256,1.00E-61,201,gb|CO366176.1
2_6355,2_6355,1,45.32,44.54,46.09,1.55,2_6355_240,SNP,0,0,0,1,scaffold115505.2,20015--20707,85.1,99,AP,99.58,710,0,1269,NA,NA,NA,NA,NA,NA,AT5G56610.1,Phosphotyrosine protein phosphatases superfamily protein,72.09,43,2.00E-17,77,gb|CX650803.1
0_18328,0_18328,1,46.3,45.52,47.07,1.55,0_18328_260,SNP,0,0,0,1,tscaffold1177,406522--327222,99.8,99.4,AP,100,831,0,1499,NA,NA,NA,NA,NA,NA,AT5G47860.1,Uncharacterized protein,67.02,373,0,549,gb|DR021358.1
2_8073,2_8073,1,48.05,47.27,48.82,1.55,2_8073_153,SNP,0,0,0,1,tscaffold5571,3151--3802,99.6,90.3,AP,100,689,0,1243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|CX651722.1
CL317Contig2,CL317Contig2,1,48.15,47.38,48.93,1.55,CL317Contig2_05_323,SNP,0,1,1,0,tscaffold8721,106352--103774,100,99.7,AP,99.74,1511,0,2708,CDD|176514,cd08572; GDPD_GDE5_like; Glycerophosphodiester phosphodiesterase domain of mammalian; len=293,38.51,296,8.00E-95,288,AT5G41080.1,PLC-like phosphodiesterases superfamily protein,48.26,402,7.00E-94,290,gb|CV035569.1
0_16934,0_16934,1,48.28,47.5,49.05,1.55,0_16934_313,SNP,0,0,0,1,scaffold889452,6464--5505,98.9,99.4,AP,99.44,713,0,1270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|DR098272.1
2_9497,2_9497,1,48.83,48.06,49.61,1.55,2_9497_587,SNP,0,0,0,1,tscaffold8681,3907--4772,99.1,96.1,AP,98.7,770,0,1344,CDD|216585,pfam01582; TIR domain; len=135,43.68,87,3.00E-16,73.5,AT5G17970.1,Disease resistance protein (TIR-NBS-LRR class) family,32.33,133,4.00E-27,112,gb|CO366648.1
0_7891,0_7891,1,49.07,48.29,49.84,1.55,0_7891_287,SNP,0,0,0,1,scaffold145660,591--1055,100,97,AP,98.71,465,0,812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|CF388882.1
0_18258,0_18258,1,49.11,48.33,49.88,1.55,0_18258_02_276,SNP,0,1,0,0,tscaffold3619,81840--80914,99.7,99.8,AP,99.22,129,3.00E-56,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|DR015380.1
PtRIP_0211,PtRIP_0211,1,49.58,48.8,50.36,1.56,PtRIP_0211,SSR,1,0,0,0,scaffold291992,59342--58973,100,94.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|BV683076
0_3028,0_3028,1,49.76,48.98,50.53,1.55,0_3028_471,SNP,0,0,0,1,scaffold291992,120765--121505,99.3,99.7,AP,98.79,741,0,1299,CDD|214567,smart00220; S_TKc; Serine/Threonine protein kinases; catalytic domain; len=254,33.17,199,1.00E-51,170,AT3G13530.1,Mitogen-activated protein kinase kinase kinase 7,29.57,230,5.00E-79,260,gb|CO165358.1
0_6709,0_6709,1,50.4,49.63,51.18,1.55,0_6709_02_239,SNP,0,1,1,0,scaffold760112,104092--105031,68.7,99.8,AP,100,729,0,1315,CDD|238121,cd00200; WD40 domain; len=289,22.12,312,2.00E-20,91.2,AT3G49660.1,Transducin/WD40 repeat-like superfamily protein,17.65,323,1.00E-56,195,gb|CF397662.1
PthCAB,PthCAB,1,50.91,50.13,51.69,1.56,PthCAB,ESTP,1,0,0,0,tscaffold65,148691--147613,97.4,97,AP,97.2,963,0,1615,CDD|215956,pfam00504; Chloroa_b-bind; Chlorophyll A-B binding protein; len=135,50.67,150,2.00E-55,177,AT2G05100.1,Photosystem II light harvesting complex gene 2.1,87.59,266,3.00E-120,348,gb|X13407
0_648,0_648,1,51.12,50.34,51.89,1.55,0_648_314,SNP,0,0,1,1,tscaffold2629,1059991--1060644,100,98.9,AP,100,651,0,1175,CDD|220922,pfam10979; DUF2786; Unknown function; len=43,40,40,2.00E-07,47.2,AT5G15840.1,B-box type zinc finger protein with CCT domain protein,29.47,95,2.00E-14,73.9,gb|CF669645.1
0_7052,0_7052,1,52.04,51.26,52.81,1.55,0_7052_246,SNP,0,0,0,1,tscaffold589,130290--130878,100,95,AP,99.08,544,0,955,CDD|173724,cd06606; STKc_MAPKKK; Catalytic domain of the Protein Serine/Threonine Kinase; len=260,31.88,69,5.00E-10,55.6,AT3G06030.1,NPK1-related protein kinase 3,26.47,102,2.00E-17,80.6,gb|CF393790.1
UMN_2913,UMN_2913,1,52.3,51.52,53.07,1.55,UMN_2913_01_32,SNP,0,1,0,0,tscaffold5179,298883--299570,100,99.3,AP,99.75,402,0,722,CDD|234801,PRK00591; prfA; Peptide chain release factor 1; len=359,27.68,112,3.00E-06,47.4,AT3G51980.1,ARM repeat superfamily protein,51.89,370,2.00E-56,193,gb|BQ701416.1
0_11790,0_11790,1,52.65,51.87,53.42,1.55,0_11790_234,SNP,0,0,0,1,tscaffold3297,87708--89303,100,100,AP,100,723,0,1305,CDD|238036,cd00083; HLH; Helix-loop-helix domain; len=60,41.51,53,2.00E-13,64.2,AT1G68810.1,Basic helix-loop-helix (bHLH) DNA-binding superfamily protein,44.13,315,6.00E-43,153,gb|DR069565.1
PtIFG_2006_A,PtIFG_2006,1,52.7,51.92,53.47,1.55,rflpPita_IFG_2006_A,RFLP,0,1,0,0,scaffold408210,64586--64427,100,98.1,AP,98.12,160,9.00E-73,273,CDD|238121,cd00200; WD40 domain; len=289,31.8,261,3.00E-63,211,AT5G16750.1,Transducin family protein / WD-40 repeat family protein,56.86,503,4.00E-136,420,gb|H75042
0_2723,0_2723,1,53.12,52.35,53.9,1.55,0_2723_422,SNP,0,0,0,1,tscaffold5530,30272--76691,99.7,98.2,AP,99.87,792,0,1424,NA,NA,NA,NA,NA,NA,AT4G03180.1,Uncharacterized protein,33.33,201,7.00E-13,64.8,gb|CO158775.1
CL1400Contig1,CL1400Contig1,1,53.51,52.73,54.28,1.55,CL1400Contig1_02_144,SNP,0,1,0,0,tscaffold3320,309368--349144,100,99.2,AP,99.49,792,0,1413,CDD|234790,PRK00550; rpsE; 30S ribosomal protein S5; len=168,53.61,166,2.00E-75,229,AT2G33800.1,Ribosomal protein S5 family protein,72,225,3.00E-98,293,gb|CO173447.1
CL14Contig4,CL14Contig4,1,54.14,53.37,54.92,1.55,CL14Contig4_03_193,SNP,0,1,0,0,scaffold408210,63642--64616,98.6,99.4,AP,99.31,873,0,1548,CDD|215956,pfam00504; Chloroa_b-bind; Chlorophyll A-B binding protein; len=135,50.67,150,2.00E-54,174,AT3G27690.1,Photosystem II light harvesting complex gene 2.3,87.31,268,2.00E-120,349,gb|DR017135.1
0_9322,0_9322,1,54.15,53.37,54.93,1.56,0_9322_255,SNP,0,0,0,1,tscaffold4748,311934--311079,99.7,100,AP,99.42,856,0,1525,CDD|223936,COG1004; Ugd; UDP-glucose 6-dehydrogenase; len=414,39.56,455,6.00E-123,368,AT5G39320.1,UDP-glucose 6-dehydrogenase family protein,82.64,478,0,588,gb|DR013127.1
0_3415,0_3415,1,56.08,55.3,56.85,1.55,0_3415_563,SNP,0,0,0,1,tscaffold6333,129949--130822,98.8,99.9,AP,99.87,755,0,1353,CDD|216485,pfam01412; ArfGap; GTPase activating protein for Arf; putative; len=117,44.44,144,5.00E-46,160,AT5G13300.1,ARF GTPase-activating protein,62.88,846,0,767,gb|CO162256.1
0_13402,0_13402,1,56.48,55.71,57.26,1.55,0_13402_441,SNP,0,0,0,1,tscaffold504,78978--79778,99.1,98.5,AP,99.75,802,0,1434,CDD|240271,PTZ00108; DNA topoisomerase 2-like protein; len=1388,17.24,232,6.00E-08,54.7,AT5G04660.1,Cytochrome P450/ family 77/ subfamily A/ polypeptide 4,13.2,197,2.00E-12,70.2,gb|CO363372.1
0_12488,0_12488,1,57.97,57.19,58.74,1.55,0_12488_01_289,SNP,0,1,0,1,tscaffold3619,43199--43960,99.7,99.9,AP,99.87,762,0,1370,CDD|173623,cd00180; PKc; Catalytic domain of Protein Kinases; len=215,34.67,199,6.00E-54,177,AT5G15080.1,Kinase superfamily protein,70.71,297,3.00E-90,280,gb|DR081770.1
0_2204,0_2204,1,58.08,57.31,58.86,1.55,0_2204_318,SNP,0,0,0,1,C30965046,2764--3352,99.7,89.5,AP,99.51,616,0,1094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|CO171120.1
0_16546,0_16546,1,58.47,57.7,59.25,1.55,0_16546_01_159,SNP,0,1,0,1,scaffold904646,93850--92884,100,99.3,AP,99.52,837,0,1492,NA,NA,NA,NA,NA,NA,AT1G49870.1,Uncharacterized protein,33.48,669,1.00E-70,255,gb|DR092419.1
0_12413,0_12413,1,58.55,57.78,59.32,1.54,0_12413_670,SNP,0,0,0,1,tscaffold5261,14168--13163,99.6,99.3,AP,99.47,756,0,1344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|DR081210.1
PtSIFG_0566,PtSIFG_0566,1,58.94,58.16,59.72,1.56,PtSIFG_0566,estSSR,1,0,0,0,tscaffold6682,74177--72674,97.5,85.5,AP,99.67,916,0,1631,CDD|216353,pfam01190; Pollen_Ole_e_I; Pollen proteins Ole e I-like protein; len=95,29.63,108,2.00E-14,66.7,AT5G41050.1,Pollen Ole e 1 allergen and extensin family protein,21.48,135,7.00E-20,85.4,gb|BV728755
UMN_CL58Contig1,UMN_CL58Contig1,1,59.57,58.79,60.35,1.56,UMN_CL58Contig1_03_174,SNP,0,1,0,0,tscaffold663,330646--268083,100,99.5,AP,99.66,594,0,1063,CDD|238182,cd00293; USP_Like; Usp: Universal stress family protein; len=130,30.77,143,1.00E-30,110,AT3G58450.2,Adenine nucleotide alpha hydrolases-like superfamily protein,36.31,157,2.00E-37,130,gb|DT633204.1
CL229Contig1,CL229Contig1,1,60.3,59.52,61.08,1.56,CL229Contig1_03_72,SNP,0,1,0,0,scaffold154663,177541--176165,99.8,100,AP,99.45,902,0,1606,CDD|216006,pfam00582; Usp; Universal stress family protein; len=139,24.83,149,7.00E-21,83.7,AT3G58450.2,Adenine nucleotide alpha hydrolases-like superfamily protein,32.26,155,1.00E-37,130,gb|CF669920.1
UMN_4694,UMN_4694,1,61.02,60.25,61.8,1.55,UMN_4694_364,SNP,0,0,0,1,scaffold23854,112560--112134,100,89,AP,88.58,473,0,646,CDD|217312,pfam03000; NPH3 family; len=249,36.8,231,1.00E-55,186,AT1G30440.1,Phototropic-responsive NPH3 family protein,28.88,367,7.00E-96,305,gb|BQ695898.1
estPtIFG_9053_a,PtIFG_9053,1,61.39,60.61,62.17,1.56,estPita_IFG_9053_A,ESTP,1,1,0,0,tscaffold3282,649767--650886,90,99,AP,97.73,528,0,884,NA,NA,NA,NA,NA,NA,AT3G16640.1,Translationally controlled tumor protein,76.79,168,3.00E-96,280,gb|AA739883
estPtIFG_20G2_a,PtIFG_20G2,1,61.41,60.63,62.19,1.56,estPita_IFG_20G2_A,ESTP,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0_16257,0_16257,1,61.91,61.13,62.69,1.56,0_16257_01_349,SNP,0,1,1,0,tscaffold7610,90128--116352,100,99,AP,100,683,0,1232,NA,NA,NA,NA,NA,NA,AT5G02410.1,DIE2/ALG10 family,49.03,516,1.00E-171,498,gb|DR112311.1
0_4537,0_4537,1,62.9,62.12,63.68,1.56,0_4537_345,SNP,0,0,0,1,scaffold18001,352415--316245,100,78.7,AP,96.49,485,0,801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|CF473651.1
0_3805,0_3805,1,63.34,62.56,64.11,1.55,0_3805_286,SNP,0,0,0,1,tscaffold4856,75491--9180,51.3,99.2,AP,99.56,681,0,1214,CDD|221663,pfam12612; TFCD_C; Tubulin folding cofactor D C terminal; len=194,41.71,199,1.00E-50,178,AT3G60740.1,ARM repeat superfamily protein/ D/CHO,56.96,1099,0,1231,gb|CO159360.1
PtRIP_0790,PtRIP_0790,1,63.62,62.82,64.42,1.6,PtRIP_0790,SSR,1,0,0,0,scaffold709455,5274--5712,99.8,97.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|BV683109
0_5898,0_5898,1,63.71,62.9,64.52,1.62,0_5898_01_51,SNP,0,1,0,0,tscaffold76,257296--258022,100,99.9,AP,77.88,330,1.00E-65,257,CDD|238825,cd01647; RT_LTR: Reverse transcriptases (RTs) from retrotransposons; len=177,45.45,77,4.00E-23,87.7,NA,NA,NA,NA,NA,NA,gb|DR176957.1
2_792,2_792,1,64.21,63.4,65.02,1.62,2_792_01_319,SNP,0,1,0,0,scaffold70021.2,284766--285183,100,99.5,AP,100,418,0,755,CDD|163692,cd08061; MPN_NPL4; Mov34/MPN/PAD-1 family: nuclear protein localization-4; len=274,33.33,285,2.00E-71,228,AT3G63000.1,NPL4-like protein 1,63.83,412,3.00E-150,436,gb|DT637529.1
CL1198Contig1,CL1198Contig1,1,64.81,63.99,65.62,1.63,CL1198Contig1_04_129,SNP,0,1,0,0,tscaffold7913,97774--99202,99.6,99.9,AP,99.75,1189,0,2129,CDD|216353,pfam01190; Pollen_Ole_e_I; Pollen proteins Ole e I-like protein; len=95,31.07,103,8.00E-10,54.4,AT5G15780.1,Pollen Ole e 1 allergen and extensin family protein,31.52,184,2.00E-18,84.2,gb|CO363351.1
2_3444,2_3444,1,65.31,64.5,66.13,1.63,2_3444_01_51,SNP,0,1,0,1,tscaffold4117,4720--5436,100,99.9,AP,100,717,0,1294,CDD|187585,cd05324; carb_red_PTCR-like_SDR_c; Porcine testicular carbonyl reductase (PTCR)-like; len=225,51.76,85,3.00E-29,106,AT5G51030.1,NAD(P)-binding Rossmann-fold superfamily protein,46.56,131,4.00E-27,104,gb|CF663594.1
CL4033Contig1,CL4033Contig1,1,65.43,64.63,66.24,1.61,CL4033Contig1_03_434,SNP,0,1,1,0,tscaffold1949,35607--37291,100,99.7,AP,99.61,1013,0,1811,CDD|215926,pfam00450; Peptidase_S10; Serine carboxypeptidase; len=415,31.28,227,3.00E-46,160,AT1G43780.1,Serine carboxypeptidase-like 44,40.18,224,2.00E-62,205,gb|DR181018.1
CL1079Contig1,CL1079Contig1,1,65.69,64.88,66.49,1.61,CL1079Contig1_03_87,SNP,0,1,1,0,scaffold538552,7887--7393,38.1,100,AP,99.48,773,0,1377,CDD|220392,pfam09770; Topoisomerase II-associated protein PAT1; len=804,22.09,163,4.00E-06,45.5,NA,NA,NA,NA,NA,NA,gb|CV035047.1
0_12956,0_12956,1,65.7,64.9,66.49,1.59,0_12956_423,SNP,0,0,0,1,tscaffold7654,666356--667321,99.3,98.5,AP,98.87,887,0,1548,CDD|234068,TIGR02946; acyl_WS_DGAT; Acyltransferase; WS/DGAT/MGAT; len=446,23.57,157,4.00E-14,70,AT5G53390.1,O-acyltransferase (WSD1-like) family protein,29.27,205,8.00E-25,102,gb|CO364143.1
PsUME_Ps3_A,PsUME_Ps3,1,66.34,65.52,67.16,1.64,PsUME_Ps3_A,RFLP,1,0,0,0,tscaffold1279,282443--290924,97.4,96.3,AP,96.17,809,0,1314,CDD|238186,cd00305; Cu-Zn_Superoxide_Dismutase; Copper/zinc superoxide dismutase (SOD); len=144,58.33,144,4.00E-59,182,AT2G28190.1,Copper/zinc superoxide dismutase 2,67.57,148,2.00E-69,212,gb|X58578
PtIFG_1D9_1,PtIFG_1D9,1,66.68,65.87,67.49,1.62,rflpPita_IFG_1D9_1,RFLP,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0_15329,0_15329,1,68.19,67.37,69,1.63,0_15329_01_71,SNP,0,1,1,1,tscaffold52,2740334--2739664,100,100,AP,99.85,671,0,1207,NA,NA,NA,NA,NA,NA,AT5G45190.2,Cyclin family protein,26,427,9.00E-15,76.7,gb|DR168656.1
CL2342Contig1,CL2342Contig1,1,68.56,67.74,69.37,1.63,CL2342Contig1_01_407,SNP,0,1,0,0,scaffold165478.2,2321--862,98.7,99.5,AP,98.89,814,0,1427,CDD|220392,pfam09770; Topoisomerase II-associated protein PAT1; len=804,25.29,87,3.00E-05,40.9,NA,NA,NA,NA,NA,NA,gb|DR160825.1
0_12074,0_12074,1,68.87,68.05,69.68,1.63,0_12074_01_66,SNP,0,1,0,0,scaffold61616,57119--57958,99.6,97.2,AP,99.88,840,0,1510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|DR163131.1
0_4676,0_4676,1,69,68.18,69.81,1.63,0_4676_02_137,SNP,0,1,1,0,tscaffold7935,445036--445597,100,99.3,AP,100,563,0,1016,CDD|131304,TIGR02250; FCP1_euk; FCP1-like phosphatase; phosphatase domain; len=156,44.31,167,2.00E-59,203,AT2G33540.1,C-terminal domain phosphatase-like 3,53.08,616,2.00E-126,429,gb|CF473834.1
CL3319Contig1,CL3319Contig1,1,69.65,68.83,70.46,1.63,CL3319Contig1_04_195,SNP,0,1,0,0,scaffold362857.3,82756--124912,99.8,99.8,AP,100,830,0,1498,CDD|204526,pfam10601; zf-LITAF-like; LITAF-like zinc ribbon domain; len=73,30.99,71,1.00E-17,73.8,AT5G13190.1,Uncharacterized protein,67.21,122,1.00E-40,136,gb|DR386885.1
2_5703,2_5703,1,70.02,69.19,70.84,1.65,2_5703_02_216,SNP,0,0,1,0,tscaffold5994,104947--105788,100,99.9,AP,100,842,0,1519,CDD|217249,pfam02840; Prp18 domain; len=144,61.54,143,1.00E-80,247,AT1G03140.1,Splicing factor Prp18 family protein,59.43,419,4.00E-150,436,gb|CV036645.1
0_1573,0_1573,1,70.59,69.77,71.41,1.64,0_1573_300,SNP,0,0,0,1,tscaffold6563,99787--18675,100,99.9,AP,100,840,0,1516,NA,NA,NA,NA,NA,NA,AT1G16730.1,Uncharacterized protein,42.42,165,1.00E-35,130,gb|CO169717.1
UMN_5798,UMN_5798,1,70.98,70.16,71.81,1.65,UMN_5798_01_346,SNP,0,0,1,0,scaffold903602,27330--26776,98.8,99.6,AP,99.29,562,0,998,CDD|205602,pfam13424; TPR_12; Tetratricopeptide repeat; len=78,28.57,77,4.00E-11,58.5,AT4G10840.2,Tetratricopeptide repeat (TPR)-like superfamily protein,55.7,386,6.00E-55,192,gb|CD028055.1
2_4841,2_4841,1,71.16,70.34,71.97,1.63,2_4841_01_72,SNP,0,1,0,0,tscaffold8083,1602--461,99.6,99.9,AP,99.53,852,0,1523,CDD|241376,cd13222; PH-GRAM_GEM; Glabra 2 expression modulator (gem) pleckstrin; len=127,68.5,127,4.00E-87,259,AT5G13200.1,GRAM domain family protein,55.42,240,1.00E-100,300,gb|DR120340.1
estPtIFG_8537_a,PtIFG_8537,1,71.58,70.76,72.39,1.63,estPita_IFG_8537_A,ESTP,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0_9308,0_9308,1,71.61,70.79,72.43,1.64,0_9308_290,SNP,0,0,0,1,tscaffold5361,43605--44762,100,99,AP,99.49,792,0,1411,CDD|215689,pfam00067; p450; Cytochrome P450; len=461,33.48,460,3.00E-104,323,AT2G45560.1,Cytochrome P450/ family 76/ subfamily C/ polypeptide 1,40.9,489,3.00E-112,346,gb|DR012987.1
0_18284,0_18284,1,71.91,71.07,72.75,1.68,0_18284_01_72,SNP,0,1,1,0,tscaffold4733,91053--89705,100,100,AP,100,842,0,1519,CDD|203405,pfam06200; tify; Tify domain; len=36,57.14,35,9.00E-08,47.5,AT1G74950.1,TIFY domain/Divergent CCT motif family protein,33.33,126,3.00E-25,102,gb|DR021047.1
